2021-08-19 14:56:04,897 AWT-EventQueue-0 WARN  server.ContinuousCompetitionSubjectMatcher - loop index of subjectGroups 0
2021-08-19 14:56:59,393 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 21 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:59,398 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 21 of cohort 34.
2021-08-19 14:56:59,422 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 21 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:59,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 21 of cohort 34.
2021-08-19 14:56:59,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:59,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:59,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:59,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.08282738095238093, balanceFirmB: 0.08002710459183675, balanceFirmC: 0.08282738095238093, balanceFirmD: 0.0
2021-08-19 14:56:59,436 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 10500 and to countId: 21.
2021-08-19 14:56:59,446 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 21
2021-08-19 14:56:59,881 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 22 from client Client2: Set aFirmA = 28.0
2021-08-19 14:56:59,886 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 22 of cohort 34.
2021-08-19 14:56:59,895 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 22 from client agent1: Set aFirmB = 27.0
2021-08-19 14:56:59,900 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 22 of cohort 34.
2021-08-19 14:56:59,923 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 22 from client Client1: Set aFirmC = 28.0
2021-08-19 14:56:59,936 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 22 of cohort 34.
2021-08-19 14:56:59,937 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:56:59,937 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:56:59,937 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:56:59,937 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.08659226190476188, balanceFirmB: 0.08366470025510206, balanceFirmC: 0.08659226190476188, balanceFirmD: 0.0
2021-08-19 14:56:59,948 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 11000 and to countId: 22.
2021-08-19 14:56:59,966 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 22
2021-08-19 14:57:00,385 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 23 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:00,397 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 23 of cohort 34.
2021-08-19 14:57:00,399 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 23 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:00,403 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 23 of cohort 34.
2021-08-19 14:57:00,428 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 23 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:00,432 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 23 of cohort 34.
2021-08-19 14:57:00,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:00,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:00,433 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:00,434 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.09035714285714283, balanceFirmB: 0.08730229591836737, balanceFirmC: 0.09035714285714283, balanceFirmD: 0.0
2021-08-19 14:57:00,437 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 11500 and to countId: 23.
2021-08-19 14:57:00,442 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 23
2021-08-19 14:57:00,889 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 24 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:00,899 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 24 of cohort 34.
2021-08-19 14:57:00,907 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 24 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:00,910 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 24 of cohort 34.
2021-08-19 14:57:00,932 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 24 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:00,939 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 24 of cohort 34.
2021-08-19 14:57:00,940 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:00,941 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:00,941 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:00,941 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.09412202380952378, balanceFirmB: 0.09093989158163268, balanceFirmC: 0.09412202380952378, balanceFirmD: 0.0
2021-08-19 14:57:00,945 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 12000 and to countId: 24.
2021-08-19 14:57:00,961 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 24
2021-08-19 14:57:01,395 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 25 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:01,401 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 25 of cohort 34.
2021-08-19 14:57:01,409 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 25 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:01,413 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 25 of cohort 34.
2021-08-19 14:57:01,436 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 25 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:01,441 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 25 of cohort 34.
2021-08-19 14:57:01,441 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:01,442 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:01,442 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:01,442 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.09788690476190473, balanceFirmB: 0.09457748724489799, balanceFirmC: 0.09788690476190473, balanceFirmD: 0.0
2021-08-19 14:57:01,444 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 12500 and to countId: 25.
2021-08-19 14:57:01,465 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 25
2021-08-19 14:57:01,897 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 26 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:01,902 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 26 of cohort 34.
2021-08-19 14:57:01,915 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 26 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:01,926 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 26 of cohort 34.
2021-08-19 14:57:01,946 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 26 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:01,951 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 26 of cohort 34.
2021-08-19 14:57:01,951 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:01,951 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:01,951 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:01,951 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.10165178571428568, balanceFirmB: 0.0982150829081633, balanceFirmC: 0.10165178571428568, balanceFirmD: 0.0
2021-08-19 14:57:01,953 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 13000 and to countId: 26.
2021-08-19 14:57:01,968 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 26
2021-08-19 14:57:02,404 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 27 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:02,408 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 27 of cohort 34.
2021-08-19 14:57:02,420 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 27 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:02,424 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 27 of cohort 34.
2021-08-19 14:57:02,445 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 27 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:02,452 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 27 of cohort 34.
2021-08-19 14:57:02,452 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:02,452 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:02,453 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:02,453 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.10541666666666663, balanceFirmB: 0.10185267857142861, balanceFirmC: 0.10541666666666663, balanceFirmD: 0.0
2021-08-19 14:57:02,456 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 13500 and to countId: 27.
2021-08-19 14:57:02,462 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 27
2021-08-19 14:57:02,909 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 28 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:02,913 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 28 of cohort 34.
2021-08-19 14:57:02,922 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 28 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:02,934 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 28 of cohort 34.
2021-08-19 14:57:02,947 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 28 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:02,950 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 28 of cohort 34.
2021-08-19 14:57:02,950 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:02,950 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:02,950 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:02,950 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.10918154761904758, balanceFirmB: 0.10549027423469393, balanceFirmC: 0.10918154761904758, balanceFirmD: 0.0
2021-08-19 14:57:02,955 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 14000 and to countId: 28.
2021-08-19 14:57:02,959 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 28
2021-08-19 14:57:03,414 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 29 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:03,418 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 29 of cohort 34.
2021-08-19 14:57:03,429 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 29 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:03,432 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 29 of cohort 34.
2021-08-19 14:57:03,451 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 29 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:03,455 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 29 of cohort 34.
2021-08-19 14:57:03,455 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:03,455 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:03,455 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:03,455 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.11294642857142853, balanceFirmB: 0.10912786989795924, balanceFirmC: 0.11294642857142853, balanceFirmD: 0.0
2021-08-19 14:57:03,460 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 14500 and to countId: 29.
2021-08-19 14:57:03,466 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 29
2021-08-19 14:57:03,919 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 30 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:03,925 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 30 of cohort 34.
2021-08-19 14:57:03,935 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 30 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:03,942 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 30 of cohort 34.
2021-08-19 14:57:03,958 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 30 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:03,961 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 30 of cohort 34.
2021-08-19 14:57:03,961 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:03,962 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:03,962 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:03,962 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.11671130952380948, balanceFirmB: 0.11276546556122455, balanceFirmC: 0.11671130952380948, balanceFirmD: 0.0
2021-08-19 14:57:03,963 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 15000 and to countId: 30.
2021-08-19 14:57:03,967 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 30
2021-08-19 14:57:04,424 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 31 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:04,431 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 31 of cohort 34.
2021-08-19 14:57:04,438 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 31 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:04,443 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 31 of cohort 34.
2021-08-19 14:57:04,461 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 31 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:04,465 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 31 of cohort 34.
2021-08-19 14:57:04,465 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:04,465 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:04,465 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:04,465 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.12047619047619043, balanceFirmB: 0.11640306122448986, balanceFirmC: 0.12047619047619043, balanceFirmD: 0.0
2021-08-19 14:57:04,469 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 15500 and to countId: 31.
2021-08-19 14:57:04,475 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 31
2021-08-19 14:57:04,930 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 32 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:04,937 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 32 of cohort 34.
2021-08-19 14:57:04,940 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 32 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:04,947 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 32 of cohort 34.
2021-08-19 14:57:04,964 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 32 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:04,968 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 32 of cohort 34.
2021-08-19 14:57:04,968 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:04,969 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:04,969 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:04,969 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.12424107142857138, balanceFirmB: 0.12004065688775517, balanceFirmC: 0.12424107142857138, balanceFirmD: 0.0
2021-08-19 14:57:04,971 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 16000 and to countId: 32.
2021-08-19 14:57:04,984 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 32
2021-08-19 14:57:05,434 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 33 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:05,438 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 33 of cohort 34.
2021-08-19 14:57:05,449 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 33 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:05,455 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 33 of cohort 34.
2021-08-19 14:57:05,471 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 33 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:05,474 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 33 of cohort 34.
2021-08-19 14:57:05,475 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 28.0, aFirmB: 27.0, aFirmC: 28.0, aFirmD: 0.0, aMarket: 27.666666666666668.
2021-08-19 14:57:05,476 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 72.28571428571429, oFirmB: 72.42857142857143, oFirmC: 72.28571428571429, oFirmD: 0.0.
2021-08-19 14:57:05,476 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 22.58928571428572, profitFirmB: 21.825573979591837, profitFirmC: 22.58928571428572, profitFirmD: 0.0
2021-08-19 14:57:05,476 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.12800595238095233, balanceFirmB: 0.12367825255102048, balanceFirmC: 0.12800595238095233, balanceFirmD: 0.0
2021-08-19 14:57:05,478 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 16500 and to countId: 33.
2021-08-19 14:57:05,496 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 33
2021-08-19 14:57:05,936 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 34 from client Client2: Set aFirmA = 28.0
2021-08-19 14:57:05,941 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 3 with countId 34 of cohort 34.
2021-08-19 14:57:05,948 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 34 from client agent1: Set aFirmB = 27.0
2021-08-19 14:57:05,952 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 3 with countId 34 of cohort 34.
2021-08-19 14:57:05,975 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 34 from client Client1: Set aFirmC = 28.0
2021-08-19 14:57:05,981 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 3 of 3 with countId 34 of cohort 34.
