2021-08-19 14:13:58,907 AWT-EventQueue-0 WARN  server.ContinuousCompetitionSubjectMatcherDuopoly - loop index of subjectGroups 0
2021-08-19 14:17:52,051 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 88 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:52,076 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 88 of cohort 24.
2021-08-19 14:17:52,077 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 88 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:52,082 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 88 of cohort 24.
2021-08-19 14:17:52,082 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:52,082 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:52,083 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:52,083 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.32923366666666654, balanceFirmB: 0.3229836666666668, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:52,086 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 44000 and to countId: 88.
2021-08-19 14:17:52,089 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 88
2021-08-19 14:17:52,555 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 89 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:52,564 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 89 of cohort 24.
2021-08-19 14:17:52,567 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 89 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:52,570 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 89 of cohort 24.
2021-08-19 14:17:52,570 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:52,570 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:52,570 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:52,570 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3334043333333332, balanceFirmB: 0.3270786666666668, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:52,575 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 44500 and to countId: 89.
2021-08-19 14:17:52,579 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 89
2021-08-19 14:17:53,062 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 90 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:53,071 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 90 of cohort 24.
2021-08-19 14:17:53,072 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 90 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:53,080 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 90 of cohort 24.
2021-08-19 14:17:53,081 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:53,081 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:53,081 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:53,081 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.33757499999999985, balanceFirmB: 0.3311736666666668, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:53,096 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 45000 and to countId: 90.
2021-08-19 14:17:53,101 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 90
2021-08-19 14:17:53,582 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 91 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:53,592 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 91 of cohort 24.
2021-08-19 14:17:53,592 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 91 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:53,597 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 91 of cohort 24.
2021-08-19 14:17:53,597 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:53,597 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:53,597 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:53,598 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3417456666666665, balanceFirmB: 0.3352686666666668, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:53,602 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 45500 and to countId: 91.
2021-08-19 14:17:53,611 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 91
2021-08-19 14:17:54,079 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 92 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:54,086 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 92 of cohort 24.
2021-08-19 14:17:54,087 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 92 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:54,088 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 92 of cohort 24.
2021-08-19 14:17:54,088 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:54,088 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:54,088 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:54,088 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.34591633333333316, balanceFirmB: 0.33936366666666684, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:54,095 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 46000 and to countId: 92.
2021-08-19 14:17:54,100 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 92
2021-08-19 14:17:54,585 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 93 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:54,597 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 93 of cohort 24.
2021-08-19 14:17:54,598 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 93 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:54,600 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 93 of cohort 24.
2021-08-19 14:17:54,600 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:54,600 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:54,601 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:54,601 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3500869999999998, balanceFirmB: 0.34345866666666686, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:54,609 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 46500 and to countId: 93.
2021-08-19 14:17:54,614 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 93
2021-08-19 14:17:55,093 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 94 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:55,099 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 94 of cohort 24.
2021-08-19 14:17:55,101 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 94 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:55,103 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 94 of cohort 24.
2021-08-19 14:17:55,103 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:55,103 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:55,103 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:55,103 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.35425766666666647, balanceFirmB: 0.34755366666666687, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:55,104 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 47000 and to countId: 94.
2021-08-19 14:17:55,111 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 94
2021-08-19 14:17:55,595 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 95 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:55,598 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 95 of cohort 24.
2021-08-19 14:17:55,598 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 95 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:55,616 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 95 of cohort 24.
2021-08-19 14:17:55,618 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:55,618 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:55,618 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:55,618 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3584283333333331, balanceFirmB: 0.3516486666666669, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:55,631 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 47500 and to countId: 95.
2021-08-19 14:17:55,635 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 95
2021-08-19 14:17:56,099 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 96 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:56,113 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 96 of cohort 24.
2021-08-19 14:17:56,115 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 96 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:56,118 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 96 of cohort 24.
2021-08-19 14:17:56,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:56,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:56,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:56,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3625989999999998, balanceFirmB: 0.3557436666666669, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:56,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 48000 and to countId: 96.
2021-08-19 14:17:56,122 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 96
2021-08-19 14:17:56,604 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 97 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:56,608 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 97 of cohort 24.
2021-08-19 14:17:56,608 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 97 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:56,610 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 97 of cohort 24.
2021-08-19 14:17:56,610 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:56,610 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:56,610 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:56,610 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.36676966666666644, balanceFirmB: 0.3598386666666669, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:56,612 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 48500 and to countId: 97.
2021-08-19 14:17:56,616 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 97
2021-08-19 14:17:57,111 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 98 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:57,143 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 98 of cohort 24.
2021-08-19 14:17:57,143 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 98 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:57,146 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 98 of cohort 24.
2021-08-19 14:17:57,146 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:57,146 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:57,146 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:57,146 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3709403333333331, balanceFirmB: 0.36393366666666693, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:57,147 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 49000 and to countId: 98.
2021-08-19 14:17:57,150 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 98
2021-08-19 14:17:57,609 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 99 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:57,627 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 99 of cohort 24.
2021-08-19 14:17:57,627 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 99 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:57,636 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 99 of cohort 24.
2021-08-19 14:17:57,636 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:57,636 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:57,636 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:57,636 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.37511099999999975, balanceFirmB: 0.36802866666666695, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:57,642 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 49500 and to countId: 99.
2021-08-19 14:17:57,648 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 99
2021-08-19 14:17:58,112 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 100 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:58,121 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 100 of cohort 24.
2021-08-19 14:17:58,125 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 100 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:58,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 100 of cohort 24.
2021-08-19 14:17:58,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:58,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:58,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:58,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3792816666666664, balanceFirmB: 0.37212366666666696, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:58,130 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 50000 and to countId: 100.
2021-08-19 14:17:58,138 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 100
2021-08-19 14:17:58,617 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 101 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:58,621 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 101 of cohort 24.
2021-08-19 14:17:58,625 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 101 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:58,629 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 101 of cohort 24.
2021-08-19 14:17:58,630 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:58,630 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:58,630 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:58,630 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.38345233333333306, balanceFirmB: 0.376218666666667, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:58,634 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 50500 and to countId: 101.
2021-08-19 14:17:58,638 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 101
2021-08-19 14:17:59,119 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 102 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:59,127 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 102 of cohort 24.
2021-08-19 14:17:59,128 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 102 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:59,131 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 102 of cohort 24.
2021-08-19 14:17:59,131 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:59,131 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:59,132 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:59,132 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3876229999999997, balanceFirmB: 0.380313666666667, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:59,135 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 51000 and to countId: 102.
2021-08-19 14:17:59,142 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 102
2021-08-19 14:17:59,630 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 103 from client agent1: Set aFirmB = 45.0
2021-08-19 14:17:59,643 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 1 of 2 with countId 103 of cohort 24.
2021-08-19 14:17:59,643 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 103 from client Client1: Set aFirmA = 46.0
2021-08-19 14:17:59,652 PeriodThread INFO  server.ContinuousCompetitionInstitution - Received actionUpdate is number 2 of 2 with countId 103 of cohort 24.
2021-08-19 14:17:59,652 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: actions - aFirmA: 46.0, aFirmB: 45.0, aFirmC: 0.0, aFirmD: 0.0, aMarket: 45.5.
2021-08-19 14:17:59,653 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: outputs - oFirmA: 54.400000000000006, oFirmB: 54.6, oFirmC: 0.0, oFirmD: 0.0.
2021-08-19 14:17:59,653 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: profits - profitFirmA: 25.024, profitFirmB: 24.57, profitFirmC: 0.0, profitFirmD: 0.0
2021-08-19 14:17:59,653 PeriodThread INFO  server.ContinuousCompetitionInstitution - After calculation of market data: payoffs - balanceFirmA: 0.3917936666666664, balanceFirmB: 0.384408666666667, balanceFirmC: 0.0, balanceFirmD: 0.0
2021-08-19 14:17:59,658 PeriodThread INFO  server.ContinuousCompetitionInstitution - Created marketUpdate is set to global time: 51500 and to countId: 103.
2021-08-19 14:17:59,661 PeriodThread INFO  server.ContinuousCompetitionInstitution - processMessage() - end of execution - processed actionUpdate with countId 103
2021-08-19 14:18:00,130 PeriodThread INFO  server.ContinuousCompetitionInstitution - Receiving actionUpdate with countId 104 from client agent1: Set aFirmB = 45.0
